client_id,target
test_Client_0,0.3657038782777606
test_Client_1,0.6908376996087621
test_Client_10,0.4142974337117813
test_Client_100,0.32119377379895353
test_Client_1000,0.6277034433669982
test_Client_10000,0.468159203426738
test_Client_10001,0.2318979031223962
test_Client_10002,0.747034064190186
test_Client_10003,0.23479106304024863
test_Client_10004,0.5409944489337685
test_Client_10005,0.42924342553755096
test_Client_10006,0.07181546073800596
test_Client_10007,0.7528868899853499
test_Client_10008,0.37149472390680083
test_Client_10009,0.5230548299395997
test_Client_1001,0.7645626835163487
test_Client_10010,0.3412884612928239
test_Client_10011,0.6766416015301898
test_Client_10012,0.2894811285759193
test_Client_10013,0.3138699504011324
test_Client_10014,0.19144582301990198
test_Client_10015,0.5662468821747183
test_Client_10016,0.5454702039762255
test_Client_10017,0.3920774297065933
test_Client_10018,0.28493217324425724
test_Client_10019,0.4233632895690868
test_Client_1002,0.35374048051165174
test_Client_10020,0.19335740427911008
test_Client_10021,0.5780127290752484
test_Client_10022,0.6507863115545429
test_Client_10023,0.4174922966139064
test_Client_10024,0.5133469093098421
test_Client_10025,0.4412803693628605
test_Client_10026,0.030098012961885058
test_Client_10027,0.6556223220690017
test_Client_10028,0.5370353638666102
test_Client_10029,0.6630375751851786
test_Client_1003,0.40524918299427093
test_Client_10030,0.43564322157265445
test_Client_10031,0.408457650239437
test_Client_10032,0.35735080352247445
test_Client_10033,0.28001699573531563
test_Client_10034,0.46863215083430887
test_Client_10035,0.39966185242231417
test_Client_10036,0.46226732824821437
test_Client_10037,0.5562499527942094
test_Client_10038,0.3372696253197156
test_Client_10039,0.13652642610059712
test_Client_1004,0.7275475623258245
test_Client_10040,0.390780471365518
test_Client_10041,0.402089596413321
test_Client_10042,0.5958271916941051
test_Client_10043,0.3769283499896715
test_Client_10044,0.3763892617684884
test_Client_10045,0.4341583805261571
test_Client_10046,0.4610724740704954
test_Client_10047,0.591050860160763
test_Client_10048,0.48559023919002386
test_Client_10049,0.4234691465276827
test_Client_1005,0.18364417253536247
test_Client_10050,0.12077253498549947
test_Client_10051,0.46068318275106795
test_Client_10052,0.3408339621140648
test_Client_10053,0.8232172306192431
test_Client_10054,0.7576532605952607
test_Client_10055,0.6677054163842516
test_Client_10056,0.7782610659182612
test_Client_10057,0.45907815327897006
test_Client_10058,0.13444476264889013
test_Client_10059,0.12060235816207923
test_Client_1006,0.6983041331611476
test_Client_10060,0.595040766374721
test_Client_10061,0.12588220535192818
test_Client_10062,0.4406080794632554
test_Client_10063,0.40515073891989617
test_Client_10064,0.36384553283000337
test_Client_10065,0.3217039093198882
test_Client_10066,0.5323167407415451
test_Client_10067,0.2003768601551075
test_Client_10068,0.06260384151854033
test_Client_10069,0.10046905226847873
test_Client_1007,0.5259759821516413
test_Client_10070,0.34216917800959523
test_Client_10071,0.05362411684387888
test_Client_10072,0.24239687046774003
test_Client_10073,0.353780450486726
test_Client_10074,0.27274314050602233
test_Client_10075,0.7051869934758527
test_Client_10076,0.7222564699156707
test_Client_10077,0.22134953167290938
test_Client_10078,0.24323293917356514
test_Client_10079,0.08348790892264202
test_Client_1008,0.7430579982106877
test_Client_10080,0.36343882366747543
test_Client_10081,0.3344284416194543
test_Client_10082,0.3143156535968782
test_Client_10083,0.621222043708152
test_Client_10084,0.27247873782740833
test_Client_10085,0.06126304019765645
test_Client_10086,0.37541382330201906
test_Client_10087,0.3232238585606466
test_Client_10088,0.49547356134978465
test_Client_10089,0.41082279210793277
test_Client_1009,0.22514288202752475
test_Client_10090,0.43020133295658824
test_Client_10091,0.4672786518354842
test_Client_10092,0.3810950747353723
test_Client_10093,0.2643887585213953
test_Client_10094,0.3368715782473399
test_Client_10095,0.34880258482489046
test_Client_10096,0.5414829109891129
test_Client_10097,0.11200532949123689
test_Client_10098,0.34064163122096836
test_Client_10099,0.10460680940090666
test_Client_101,0.5533948501689512
test_Client_1010,0.739866713323991
test_Client_10100,0.08404327750783763
test_Client_10101,0.2406640897714618
test_Client_10102,0.3802804495317214
test_Client_10103,0.43405919573532714
test_Client_10104,0.06155078726877596
test_Client_10105,0.40406333747449014
test_Client_10106,0.38833789800854407
test_Client_10107,0.24124144502889358
test_Client_10108,0.04710833316897544
test_Client_10109,0.5979860879620993
test_Client_1011,0.5561877957942264
test_Client_10110,0.07099583038739761
test_Client_10111,0.0869795332129897
test_Client_10112,0.32210448862593943
test_Client_10113,0.3552409637120443
test_Client_10114,0.6277715767709325
test_Client_10115,0.5021308143611206
test_Client_10116,0.2793665246879708
test_Client_10117,0.4304746053653307
test_Client_10118,0.2187066281595689
test_Client_10119,0.32903029678771334
test_Client_1012,0.31790597421843964
test_Client_10120,0.4319993144204332
test_Client_10121,0.5794949671809164
test_Client_10122,0.6069179650156716
test_Client_10123,0.4083889942748534
test_Client_10124,0.4186996628969218
test_Client_10125,0.36305362353876147
test_Client_10126,0.511552703139258
test_Client_10127,0.6058820775417674
test_Client_10128,0.11027978331649857
test_Client_10129,0.39980220887176654
test_Client_1013,0.38315047497611593
test_Client_10130,0.07141841009258769
test_Client_10131,0.22695501981106084
test_Client_10132,0.6908781905959152
test_Client_10133,0.07858781308910905
test_Client_10134,0.0508317671121991
test_Client_10135,0.6628947946815751
test_Client_10136,0.4562949466889781
test_Client_10137,0.43665131528729306
test_Client_10138,0.35264038830197775
test_Client_10139,0.3582726055811507
test_Client_1014,0.41207714638297355
test_Client_10140,0.44679499043291365
test_Client_10141,0.480572688988766
test_Client_10142,0.5842634945256308
test_Client_10143,0.7115075721181288
test_Client_10144,0.42244827420422093
test_Client_10145,0.3438377557362011
test_Client_10146,0.16975565720954655
test_Client_10147,0.2958656076178958
test_Client_10148,0.4008181564068355
test_Client_10149,0.3726618701472336
test_Client_1015,0.057327803392710104
test_Client_10150,0.16886866499640454
test_Client_10151,0.06533146627324085
test_Client_10152,0.40176938717066535
test_Client_10153,0.29921970202875664
test_Client_10154,0.34706435975196753
test_Client_10155,0.141367123574306
test_Client_10156,0.25001935587216223
test_Client_10157,0.3804486007396431
test_Client_10158,0.6278895280986434
test_Client_10159,0.48157544675913394
test_Client_1016,0.47721884045259777
test_Client_10160,0.13194988435763533
test_Client_10161,0.7188607368790882
test_Client_10162,0.4329961718967201
test_Client_10163,0.7753512190426923
test_Client_10164,0.7149160625880616
test_Client_10165,0.40343610719381806
test_Client_10166,0.1211268188432085
test_Client_10167,0.5462308758857058
test_Client_10168,0.07341552191021154
test_Client_10169,0.4859601167353111
test_Client_1017,0.06400431184599065
test_Client_10170,0.4001357628551114
test_Client_10171,0.10273522910714265
test_Client_10172,0.43296738750685465
test_Client_10173,0.5628980752440434
test_Client_10174,0.42668266551687123
test_Client_10175,0.6518044534319003
test_Client_10176,0.450757300114502
test_Client_10177,0.6006627955676067
test_Client_10178,0.42235900987791497
test_Client_10179,0.6405343532834877
test_Client_1018,0.41303828200764764
test_Client_10180,0.5800867545004486
test_Client_10181,0.6471023514772705
test_Client_10182,0.16800291327389064
test_Client_10183,0.11022837470992349
test_Client_10184,0.13131750356313535
test_Client_10185,0.3881908875428173
test_Client_10186,0.45662852310362667
test_Client_10187,0.47037061907113253
test_Client_10188,0.27069890818837694
test_Client_10189,0.3436146315884369
test_Client_1019,0.8123748862909121
test_Client_10190,0.5021216259900034
test_Client_10191,0.203423602702399
test_Client_10192,0.40327460098305373
test_Client_10193,0.16863341314981764
test_Client_10194,0.170453745843873
test_Client_10195,0.4221919411251257
test_Client_10196,0.436353979600627
test_Client_10197,0.725272294624888
test_Client_10198,0.661469844671316
test_Client_10199,0.4010337578193371
test_Client_102,0.29512398908795373
test_Client_1020,0.29479969542598106
test_Client_10200,0.3819879384866166
test_Client_10201,0.41747189790578676
test_Client_10202,0.3212248697188048
test_Client_10203,0.6716142286682237
test_Client_10204,0.14472190350878178
test_Client_10205,0.7958617215343043
test_Client_10206,0.4068417842844399
test_Client_10207,0.10785931828488263
test_Client_10208,0.2449333870286191
test_Client_10209,0.7175048213938763
test_Client_1021,0.42818225039299923
test_Client_10210,0.3516072425397167
test_Client_10211,0.6718674288699802
test_Client_10212,0.7126666229244543
test_Client_10213,0.30199492111335713
test_Client_10214,0.7838578918554798
test_Client_10215,0.4374368862200447
test_Client_10216,0.05282821430430716
test_Client_10217,0.7811442613837126
test_Client_10218,0.05313897286314107
test_Client_10219,0.39820228882800157
test_Client_1022,0.7183660823560839
test_Client_10220,0.7648726771725451
test_Client_10221,0.5133268997116012
test_Client_10222,0.6652298431745111
test_Client_10223,0.46144788965575595
test_Client_10224,0.40135411283097844
test_Client_10225,0.46714720162153
test_Client_10226,0.4470586522162149
test_Client_10227,0.7564142404084687
test_Client_10228,0.7226724432893745
test_Client_10229,0.705146555293392
test_Client_1023,0.7411702555635842
test_Client_10230,0.13102979098846262
test_Client_10231,0.35768062054979466
test_Client_10232,0.5630458535755702
test_Client_10233,0.12842920257181636
test_Client_10234,0.13572466956470094
test_Client_10235,0.6551603818692291
test_Client_10236,0.4271620404572115
test_Client_10237,0.7051646428858308
test_Client_10238,0.42899468545161135
test_Client_10239,0.04727299179790699
test_Client_1024,0.34976820250278023
test_Client_10240,0.5098311577054833
test_Client_10241,0.27703396330689106
test_Client_10242,0.39654803387994525
