client_id,target
test_Client_0,0.39268700211451896
test_Client_1,0.7343046815285282
test_Client_10,0.3982165565397414
test_Client_100,0.2834995297644708
test_Client_1000,0.6352050636656228
test_Client_10000,0.49937382562708116
test_Client_10001,0.24071390119512465
test_Client_10002,0.7417608171725489
test_Client_10003,0.1969405550015848
test_Client_10004,0.5373639227399942
test_Client_10005,0.4328368993917809
test_Client_10006,0.08901996744676254
test_Client_10007,0.7129710920603949
test_Client_10008,0.32587672756099323
test_Client_10009,0.5622881633627574
test_Client_1001,0.731067250833599
test_Client_10010,0.32829313683333894
test_Client_10011,0.6351271610936696
test_Client_10012,0.23689612642840036
test_Client_10013,0.3343106040370921
test_Client_10014,0.1638784364252061
test_Client_10015,0.5255682438923673
test_Client_10016,0.5243473574916034
test_Client_10017,0.3549876450431891
test_Client_10018,0.3095484673349715
test_Client_10019,0.4222257616157994
test_Client_1002,0.343225108975673
test_Client_10020,0.16510259229863383
test_Client_10021,0.5934214349105382
test_Client_10022,0.6629929003699775
test_Client_10023,0.43188889195798696
test_Client_10024,0.5275235215335519
test_Client_10025,0.456654839069903
test_Client_10026,0.04083008519673006
test_Client_10027,0.6635306395681679
test_Client_10028,0.6129665973449108
test_Client_10029,0.6680370288477206
test_Client_1003,0.48228082358018776
test_Client_10030,0.4718503507255881
test_Client_10031,0.3562450735573788
test_Client_10032,0.3563217533991223
test_Client_10033,0.2992003663988339
test_Client_10034,0.4959452627681648
test_Client_10035,0.3852439838694087
test_Client_10036,0.4338053191381583
test_Client_10037,0.5679207233046748
test_Client_10038,0.3289381695683194
test_Client_10039,0.15728540241847733
test_Client_1004,0.7514398211549123
test_Client_10040,0.3723624827469145
test_Client_10041,0.40758853270463197
test_Client_10042,0.62342465942218
test_Client_10043,0.3837400984368603
test_Client_10044,0.41423532775787414
test_Client_10045,0.44963141750082924
test_Client_10046,0.45317020713308503
test_Client_10047,0.6137123173244627
test_Client_10048,0.483508161478975
test_Client_10049,0.4103060470387607
test_Client_1005,0.15773760611068194
test_Client_10050,0.18814764086975777
test_Client_10051,0.41617937053135234
test_Client_10052,0.39179899847318905
test_Client_10053,0.8408347591172235
test_Client_10054,0.7546191395102585
test_Client_10055,0.6530858625315087
test_Client_10056,0.7718395237337841
test_Client_10057,0.46447298442018126
test_Client_10058,0.09424355986828234
test_Client_10059,0.09038936837645498
test_Client_1006,0.6658192936820683
test_Client_10060,0.527217518039469
test_Client_10061,0.13004275850620908
test_Client_10062,0.4432978744821301
test_Client_10063,0.43408106289633186
test_Client_10064,0.33499971124773337
test_Client_10065,0.30093421921334984
test_Client_10066,0.4848789636705452
test_Client_10067,0.1529915102273819
test_Client_10068,0.06432979815003861
test_Client_10069,0.11104840216107383
test_Client_1007,0.5193318907066128
test_Client_10070,0.35864377449863416
test_Client_10071,0.0441983892057436
test_Client_10072,0.2515948637851339
test_Client_10073,0.38845392298115533
test_Client_10074,0.25670121236237853
test_Client_10075,0.676032649599195
test_Client_10076,0.7107520771680724
test_Client_10077,0.18027803708277929
test_Client_10078,0.2585972072546849
test_Client_10079,0.08006970112592461
test_Client_1008,0.7396071424965566
