client_id,target
test_Client_0,0.4042661704306097
test_Client_1,0.7208551856333506
test_Client_10,0.43048860262015604
test_Client_100,0.32652076407032515
test_Client_1000,0.6485290841727962
test_Client_10000,0.4737228546731027
test_Client_10001,0.2525896168671503
test_Client_10002,0.7298275082863259
test_Client_10003,0.2441768854835344
test_Client_10004,0.5654800890163151
test_Client_10005,0.39946517607254767
test_Client_10006,0.07447161940060909
test_Client_10007,0.7242031860750444
test_Client_10008,0.32957335279978683
test_Client_10009,0.5146905770760363
test_Client_1001,0.71665404875818
test_Client_10010,0.3480157867989155
test_Client_10011,0.6568136426977179
test_Client_10012,0.28365335308116973
test_Client_10013,0.3489464991355365
test_Client_10014,0.18580298989185035
test_Client_10015,0.5179444488028944
test_Client_10016,0.5460311632974484
test_Client_10017,0.3953562197631201
test_Client_10018,0.32119965021011126
test_Client_10019,0.4123999251592542
test_Client_1002,0.35991645291449864
test_Client_10020,0.17775193667652803
test_Client_10021,0.5853253724265834
test_Client_10022,0.6077164689722635
test_Client_10023,0.4170092082693105
test_Client_10024,0.5064302103597406
test_Client_10025,0.4416306736846682
test_Client_10026,0.04740080887124834
test_Client_10027,0.6472458549582959
test_Client_10028,0.5997915897158923
test_Client_10029,0.5907376961543763
test_Client_1003,0.4453852730693421
test_Client_10030,0.4187081716669081
test_Client_10031,0.4230639647206342
test_Client_10032,0.3689504809022268
test_Client_10033,0.31010829587181576
test_Client_10034,0.4850736759767185
test_Client_10035,0.4175982456759413
test_Client_10036,0.4478577724036732
test_Client_10037,0.5543141120411226
test_Client_10038,0.3475355159947266
test_Client_10039,0.11630691185491493
test_Client_1004,0.7848476770210127
test_Client_10040,0.4087355461863359
test_Client_10041,0.43593991588416414
test_Client_10042,0.5953390970446337
test_Client_10043,0.4053686043627032
test_Client_10044,0.40470069322843455
test_Client_10045,0.43302963443409
test_Client_10046,0.46739169104237377
test_Client_10047,0.6356988834058208
test_Client_10048,0.48299461141995015
test_Client_10049,0.42003623851196714
test_Client_1005,0.12943882683305158
test_Client_10050,0.13493641399565032
test_Client_10051,0.4603965700025552
test_Client_10052,0.36227082480379136
test_Client_10053,0.8294627111063535
test_Client_10054,0.7627789612980443
test_Client_10055,0.6149881021588072
test_Client_10056,0.7791269994053718
test_Client_10057,0.46281437035146056
test_Client_10058,0.10208278419396802
test_Client_10059,0.14814444599611207
test_Client_1006,0.6485008755340445
test_Client_10060,0.5569422066086654
test_Client_10061,0.11687250802986983
test_Client_10062,0.4515085529767821
test_Client_10063,0.4613525779598185
test_Client_10064,0.31586620857603404
test_Client_10065,0.3103581295505346
test_Client_10066,0.5334591428487407
test_Client_10067,0.1661721081706828
test_Client_10068,0.07296100540248512
test_Client_10069,0.08428606753511486
test_Client_1007,0.5559480853376852
test_Client_10070,0.3445426478809154
test_Client_10071,0.038194840169486495
test_Client_10072,0.23931980916898493
test_Client_10073,0.3695640881753012
